class,image_path,name,xmax,xmin,ymax,ymin,confidence
6,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,705.1739502,642.8827515,392.2755127,306.1996155,0.769193172
6,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,774.3158569,710.8723755,399.1260681,300.4108582,0.742316246
6,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,941.6596069,885.6161499,397.7596436,321.7687378,0.664522171
6,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,1627.819336,1552.687866,392.5428772,312.7983398,0.516504169
6,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,881.3859863,830.8204346,379.8336792,300.766571,0.389755696
6,af51a43aaab8302c7a763e2222cf1f55.jpg,GARBAGE,1537.606689,1386.684814,1004.630981,856.6030273,0.853328407
6,ad73024702a86ceac35ae439097fd6ac.jpg,GARBAGE,1165.755859,1077.325806,586.305481,471.2897949,0.785537958
6,ad73024702a86ceac35ae439097fd6ac.jpg,GARBAGE,171.6010132,64.5956955,586.7064209,491.3141785,0.58585161
6,ad73024702a86ceac35ae439097fd6ac.jpg,GARBAGE,1365.17688,1238.38623,592.2662964,421.2796631,0.486713916
0,ac61068405f23780f2e3f139db9a68d9.jpg,BAD_BILLBOARD,1920,1783.156982,338.7095947,138.9021759,0.774955511
6,ac61068405f23780f2e3f139db9a68d9.jpg,GARBAGE,141.0174408,80.06149292,513.7086792,427.5352783,0.29265815
6,a8909b0fc72356097f23bb7358e58921.jpg,GARBAGE,1139.858398,1039.134033,932.1080933,825.8355103,0.695591152
3,a8909b0fc72356097f23bb7358e58921.jpg,CLUTTER_SIDEWALK,1918.932495,1398.430542,892.0570679,586.8424072,0.318574101
4,a7a0068a7b1249cda6da4fd066494f29.jpg,CONSTRUCTION_ROAD,1614.565918,1415.877808,520.0932617,347.2718506,0.820723236
6,a7a0068a7b1249cda6da4fd066494f29.jpg,GARBAGE,851.2160645,676.5493164,605.0604858,409.0007629,0.613545299
6,a5955c9be1f20e411d7723bcb5b7e5f0.jpg,GARBAGE,1007.788818,794.5881348,1080,1004.234741,0.384054393
6,a5955c9be1f20e411d7723bcb5b7e5f0.jpg,GARBAGE,682.5726318,522.159668,1077.609375,932.3886108,0.361173391
6,a59353d45eb22f89e0c73aaae706dd3b.jpg,GARBAGE,481.3999329,350.3421936,596.8474121,418.360199,0.87484324
6,a59353d45eb22f89e0c73aaae706dd3b.jpg,GARBAGE,752.755249,675.4760742,606.6412354,480.2953491,0.78066963
6,a59353d45eb22f89e0c73aaae706dd3b.jpg,GARBAGE,153.1355286,18.67261505,587.9182129,463.6051025,0.769337535
4,a7e9450f7ca01da6619e3785b8144089.jpg,CONSTRUCTION_ROAD,572.1704102,0.119338989,629.4788818,115.7321091,0.865441382
4,a7e9450f7ca01da6619e3785b8144089.jpg,CONSTRUCTION_ROAD,675.5085449,459.9989624,498.8562012,251.0429688,0.812392473
4,a7e9450f7ca01da6619e3785b8144089.jpg,CONSTRUCTION_ROAD,1918.832886,1187.929321,729.5681763,136.8785095,0.735732853
4,a7e9450f7ca01da6619e3785b8144089.jpg,CONSTRUCTION_ROAD,1378.29834,1064.424072,550.2477417,229.3825836,0.625135958
4,a7e9450f7ca01da6619e3785b8144089.jpg,CONSTRUCTION_ROAD,1203.032227,1032.476807,511.8340759,262.8511047,0.261051118
0,acda4d2b293ce75cd0122787f3f3e9e1.jpg,BAD_BILLBOARD,1610.276367,1451.499023,530.1129761,403.2272949,0.84975481
0,acda4d2b293ce75cd0122787f3f3e9e1.jpg,BAD_BILLBOARD,134.4304047,17.56602287,440.6646729,303.964386,0.624090374
0,acda4d2b293ce75cd0122787f3f3e9e1.jpg,BAD_BILLBOARD,1696.338379,1597.493164,552.6534424,400.3278809,0.434435338
7,af9a58175d87013ea24d6ccfc667a7a6.jpg,GRAFFITI,1081.315674,878.383667,399.342865,218.8867493,0.899333477
0,ad295935db1df3b415f928589317591f.jpg,BAD_BILLBOARD,535.5621338,400.1934204,389.3579712,289.0865173,0.399891853
4,a5745fa85aecf8c0e168a920c68fd1ad.jpg,CONSTRUCTION_ROAD,831.6901245,438.5130615,623.036377,333.5357666,0.64797312
4,a5745fa85aecf8c0e168a920c68fd1ad.jpg,CONSTRUCTION_ROAD,1103.910034,946.6821289,472.1624146,356.298645,0.528659165
9,a5745fa85aecf8c0e168a920c68fd1ad.jpg,SAND_ON_ROAD,1920,1864.115479,432.3679504,299.1849976,0.259096861
0,b05a43e393aa87a79b9f43fde8363b11.jpg,BAD_BILLBOARD,1608.135864,1440.536255,375.4240112,213.2501526,0.873316169
0,b05a43e393aa87a79b9f43fde8363b11.jpg,BAD_BILLBOARD,1240.25,1172.604736,399.6187744,317.6708984,0.596475482
6,af87fe01866262935dd951e95945439e.jpg,GARBAGE,685.9627686,602.2334595,475.3892212,386.1177063,0.801145434
6,af87fe01866262935dd951e95945439e.jpg,GARBAGE,980.585083,837.4940186,870.6694336,678.701355,0.553862572
6,ac3e1f005ee65bc368e4e082b20d135a.jpg,GARBAGE,383.3147888,310.9247742,527.9211426,444.2677002,0.773574412
6,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,1920,1831.836914,500.0927124,375.9885864,0.666552901
6,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,302.2359619,143.3846741,570.2763672,398.8076782,0.421511829
0,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,BAD_BILLBOARD,421.5156555,123.0672455,197.7810669,1.190231323,0.379854172
4,abf82539214b3da87bf65d49b5535f02.jpg,CONSTRUCTION_ROAD,720.4594116,0,1080,388.2720337,0.827554464
4,abf82539214b3da87bf65d49b5535f02.jpg,CONSTRUCTION_ROAD,1920,1007.288086,1080,270.7611084,0.625899673
4,abf82539214b3da87bf65d49b5535f02.jpg,CONSTRUCTION_ROAD,1233.562744,434.5142822,1080,323.9579468,0.300964922
8,a73e9b124bc58ba7f6cd89ab5c4d1c19.jpg,POTHOLES,938.1091919,794.6055908,684.102417,474.7021179,0.557031691
6,a73e9b124bc58ba7f6cd89ab5c4d1c19.jpg,GARBAGE,1218.088013,1159.349609,535.3756104,444.3886108,0.407580376
6,a73e9b124bc58ba7f6cd89ab5c4d1c19.jpg,GARBAGE,1769.686523,1704.053101,560.7033081,475.3804932,0.369779497
3,abc6abaa0da01f8a5ca8510aa8ea9cef.jpg,CLUTTER_SIDEWALK,1078.323242,7.721603394,847.8212891,383.7572937,0.870897889
3,abc6abaa0da01f8a5ca8510aa8ea9cef.jpg,CLUTTER_SIDEWALK,1917.986572,920.246521,886.4434814,421.5422974,0.6646927
3,abc6abaa0da01f8a5ca8510aa8ea9cef.jpg,CLUTTER_SIDEWALK,1372.868652,618.4580078,865.5744629,413.9293213,0.335944116
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,1024.071167,756.2614136,567.8769531,351.5719299,0.854053378
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,1051.956787,949.3460693,523.7573853,398.7988892,0.757392049
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,1597.589844,1431.947754,567.2632446,429.036377,0.737128139
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,918.0460205,801.4886475,460.2651672,328.9994202,0.443972319
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,1735.541382,1561.192017,573.572876,427.5490112,0.368777901
6,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,742.1402588,642.0499268,435.8726196,324.6981506,0.322770923
0,a4d73699d5641b65180a291fdd178fba.jpg,BAD_BILLBOARD,529.9759521,237.4953918,495.4527283,307.5071411,0.504055798
3,a6e8d748fc9a53d338e694288aad36d9.jpg,CLUTTER_SIDEWALK,605.5598145,28.81887817,699.4043579,327.7186279,0.821750939
6,a6e8d748fc9a53d338e694288aad36d9.jpg,GARBAGE,374.1583252,289.6674805,739.2939453,641.3891602,0.56817174
3,a6e8d748fc9a53d338e694288aad36d9.jpg,CLUTTER_SIDEWALK,1262.039673,324.7383728,713.9787598,368.1106567,0.449544102
3,a6e8d748fc9a53d338e694288aad36d9.jpg,CLUTTER_SIDEWALK,1919.605225,1205.511108,714.4366455,377.9667664,0.315847367
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,CLUTTER_SIDEWALK,634.1706543,1.647949219,718.5248413,368.4848022,0.730628967
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1394.485596,1252.469604,428.6530151,270.0660095,0.632955551
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1668.420898,1558.622803,391.8437805,278.2060852,0.579299927
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,CLUTTER_SIDEWALK,1166.660645,413.3867798,728.1627197,382.1176147,0.535304368
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,CLUTTER_SIDEWALK,1918.741333,1154.689819,749.7559814,391.6235046,0.525703192
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,755.0082397,604.6329956,412.5830383,275.6203613,0.502139986
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1799.649658,1674.565674,436.1243896,304.8586426,0.456370145
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,238.6279907,135.4181671,408.9222107,288.9887085,0.433642775
6,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1517.727295,1401.773071,404.3696289,275.4943237,0.338119626
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,CLUTTER_SIDEWALK,1464.411011,780.0111084,739.3513184,374.9039917,0.313751161
7,a7870f3db9a4d8f28d7f3761094a46a5.jpg,GRAFFITI,1114.827637,990.9793701,236.4074097,130.151886,0.846107423
3,abedee28914370242a01e531aa9cf84e.jpg,CLUTTER_SIDEWALK,1686.976807,1252.229492,517.2539673,363.7107544,0.771429598
3,abedee28914370242a01e531aa9cf84e.jpg,CLUTTER_SIDEWALK,1320.176636,754.9154053,510.2146606,359.7645874,0.37882334
3,abedee28914370242a01e531aa9cf84e.jpg,CLUTTER_SIDEWALK,526.9653931,53.65653992,519.757019,361.8045654,0.348015457
6,abfa406f2948f52722b1e1ecc88d9d97.jpg,GARBAGE,692.5856323,580.90625,509.2335815,403.6127319,0.881607056
6,a4e6a65e580bdae2bfb4632251de9803.jpg,GARBAGE,1102.223999,1036.23877,752.7797241,667.3426514,0.712372005
6,aec3b6cd2483fb1ccb1a72a59c08ff05.jpg,GARBAGE,1009.021912,903.0697632,892.1577759,766.0946045,0.568435252
6,aec3b6cd2483fb1ccb1a72a59c08ff05.jpg,GARBAGE,987.0836792,882.2310791,954.5443115,832.0134277,0.363064289
6,aec3b6cd2483fb1ccb1a72a59c08ff05.jpg,GARBAGE,981.8879395,875.44104,1015.946228,895.2815552,0.316791892
0,ab423aac4d90767847f9833fa1cb8dff.jpg,BAD_BILLBOARD,1918.983398,1688.161377,476.3170776,308.9015503,0.697090745
6,ab423aac4d90767847f9833fa1cb8dff.jpg,GARBAGE,1376.257324,1271.55249,781.4406738,621.6782837,0.54354471
7,ab423aac4d90767847f9833fa1cb8dff.jpg,GRAFFITI,59.36745071,0,547.7476807,451.8858948,0.400624484
6,ab423aac4d90767847f9833fa1cb8dff.jpg,GARBAGE,1754.50293,1573.065918,777.1235352,625.614624,0.383465171
3,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,895.8753662,334.5922241,770.1643066,560.5098267,0.867979169
6,aae5b735308736e43f7fa3f8f2145671.jpg,GARBAGE,944.5437012,852.1904297,723.2224731,617.7138672,0.816620708
3,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,1899.52124,1332.487671,791.9342041,556.3259277,0.589680612
3,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,428.2394714,15.60390472,779.3025513,561.2945557,0.558746397
3,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,1560.703857,802.7147827,787.6947021,543.112915,0.327795506
6,aae5b735308736e43f7fa3f8f2145671.jpg,GARBAGE,829.9432373,733.4264526,719.2756348,616.9422607,0.273229063
6,a7c6033b5590d7038f95f2ac3359715e.jpg,GARBAGE,798.9637451,679.4448853,492.6769409,379.0566101,0.875820756
3,a7c6033b5590d7038f95f2ac3359715e.jpg,CLUTTER_SIDEWALK,591.0581055,13.8449707,560.7111816,354.9835205,0.835401475
3,a7c6033b5590d7038f95f2ac3359715e.jpg,CLUTTER_SIDEWALK,1918.562622,1476.157959,575.6321411,347.098053,0.815651059
3,a7c6033b5590d7038f95f2ac3359715e.jpg,CLUTTER_SIDEWALK,1640.955322,1241.413086,560.5354004,366.1705933,0.628164828
3,a7c6033b5590d7038f95f2ac3359715e.jpg,CLUTTER_SIDEWALK,1276.431396,495.8815613,566.5043945,354.3436279,0.499952435
6,a9f8ca5c716934810ae720b5533485b3.jpg,GARBAGE,754.9328613,657.0661011,324.257019,235.3145599,0.61390996
6,a9f8ca5c716934810ae720b5533485b3.jpg,GARBAGE,1448.728394,1343.05249,363.1249695,252.8798218,0.515517592
6,a9f8ca5c716934810ae720b5533485b3.jpg,GARBAGE,1495.880127,1407.978271,369.6362305,252.6088715,0.351128608
8,aef64c26de1de144457c3606d7f6a62e.jpg,POTHOLES,1596.845947,1345.900635,706.6361084,477.0317688,0.767276704
8,aef64c26de1de144457c3606d7f6a62e.jpg,POTHOLES,1760.441162,1480.578369,716.5966797,472.2721558,0.584789455
7,b06febe7e8706cdaa65019a44e639be4.jpg,GRAFFITI,732.2948608,562.2073364,328.5770569,191.1842041,0.890311003
7,b06febe7e8706cdaa65019a44e639be4.jpg,GRAFFITI,396.866394,257.161438,309.1021729,195.5446014,0.862724185
7,b06febe7e8706cdaa65019a44e639be4.jpg,GRAFFITI,898.0328369,727.7049561,318.4212341,163.2197113,0.769247591
7,b06febe7e8706cdaa65019a44e639be4.jpg,GRAFFITI,1116.578125,821.9785767,335.8956299,172.1381836,0.605510771
4,ace6aa6c1a1f33a5b6ffdbe258701381.jpg,CONSTRUCTION_ROAD,1920,1303.639526,715.5654297,27.86185455,0.588582456
4,ace6aa6c1a1f33a5b6ffdbe258701381.jpg,CONSTRUCTION_ROAD,1619.559814,1009.067627,721.3808594,11.68503571,0.301918805
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,627.130249,459.5781555,420.2995605,263.1958618,0.855042338
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,1920,1774.940918,401.493103,270.6395264,0.820290267
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,967.7059937,800.2736206,396.8560181,284.0545044,0.820196807
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,959.1866455,874.5800171,391.0944214,296.6636963,0.498863965
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,656.7059326,554.9212646,400.7494812,261.9881592,0.42185694
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,481.3312378,383.9879761,392.4784241,283.273468,0.399973869
7,af3b6bc201f381abacd947945f65bc4f.jpg,GRAFFITI,754.9586792,627.574585,395.2304077,263.2136536,0.258341074
0,aff4d7b1954cda6edb12ec7a5c698d0e.jpg,BAD_BILLBOARD,1195.970459,1115.970703,385.6299133,310.326355,0.305221409
6,bd743c3c8b0de24ab2e43c8167e9645a.jpg,GARBAGE,1426.765869,1220.486572,647.5617065,414.2600708,0.894619584
3,bd743c3c8b0de24ab2e43c8167e9645a.jpg,CLUTTER_SIDEWALK,848.7297363,6.093200684,864.1470337,447.4375305,0.394421548
6,bd743c3c8b0de24ab2e43c8167e9645a.jpg,GARBAGE,1847.013062,1705.497803,618.1487427,483.5979004,0.329972684
3,bd743c3c8b0de24ab2e43c8167e9645a.jpg,CLUTTER_SIDEWALK,1920,957.6015015,785.74823,380.8928833,0.259400994
7,bac6f16b0559e86e6c578cd94059373b.jpg,GRAFFITI,300.3192749,95.03388977,639.8702393,329.2088013,0.877059102
3,be20bfb23d30668ede124d229a1759ea.jpg,CLUTTER_SIDEWALK,406.0855713,1.384735107,542.4155273,364.8102722,0.817994833
6,be20bfb23d30668ede124d229a1759ea.jpg,GARBAGE,1234.078979,1088.164795,666.2128296,544.1264038,0.811289191
6,be20bfb23d30668ede124d229a1759ea.jpg,GARBAGE,638.5968628,460.1399536,534.6877441,283.1779175,0.588211477
6,be20bfb23d30668ede124d229a1759ea.jpg,GARBAGE,1723.106201,1616.790283,658.1999512,545.3984985,0.486366391
0,be20bfb23d30668ede124d229a1759ea.jpg,BAD_BILLBOARD,1179.883545,1037.557983,265.2354736,126.1370087,0.3889364
6,be20bfb23d30668ede124d229a1759ea.jpg,GARBAGE,487.4429626,411.0639954,502.4030762,375.0220337,0.370372683
3,be20bfb23d30668ede124d229a1759ea.jpg,CLUTTER_SIDEWALK,1151.886108,624.1659546,550.3217773,390.322876,0.36558789
6,be20bfb23d30668ede124d229a1759ea.jpg,GARBAGE,549.6560669,481.3027039,524.6101685,425.6887207,0.258399367
3,b7c1a7d63e80cd98b4e9c25951062cb9.jpg,CLUTTER_SIDEWALK,908.50354,0,1048.158569,384.9868469,0.764038205
3,b7c1a7d63e80cd98b4e9c25951062cb9.jpg,CLUTTER_SIDEWALK,1723.821289,435.1154175,1069.506958,418.2967529,0.75213027
3,b7c1a7d63e80cd98b4e9c25951062cb9.jpg,CLUTTER_SIDEWALK,1920,1318.750977,1074.797607,421.1466675,0.502042234
6,b25403904e8e6e14ec3a658a00cfb633.jpg,GARBAGE,1331.351074,1209.938232,585.3623047,457.5112915,0.896264732
6,b25403904e8e6e14ec3a658a00cfb633.jpg,GARBAGE,183.6125488,96.16972351,458.5325928,387.8665771,0.680663228
6,b25403904e8e6e14ec3a658a00cfb633.jpg,GARBAGE,68.70632935,21.38485909,451.125824,380.5913086,0.344549328
6,b428f7dee7fa207cd15a00123b99f816.jpg,GARBAGE,1502.05127,1425.929932,576.7276001,498.5777588,0.616391778
4,b620fd769945832dae60bf288c554bef.jpg,CONSTRUCTION_ROAD,661.1403198,368.6598511,615.2988281,181.1360779,0.85293144
4,b620fd769945832dae60bf288c554bef.jpg,CONSTRUCTION_ROAD,524.7054443,0,694.2672729,121.3582077,0.844612718
6,b620fd769945832dae60bf288c554bef.jpg,GARBAGE,663.9661865,582.7871094,462.5050659,362.0583496,0.806839883
4,b620fd769945832dae60bf288c554bef.jpg,CONSTRUCTION_ROAD,900.4656982,714.3029785,494.7062988,309.4865112,0.726051867
4,b620fd769945832dae60bf288c554bef.jpg,CONSTRUCTION_ROAD,779.0982056,548.006958,552.8254395,242.4549866,0.611906409
4,b620fd769945832dae60bf288c554bef.jpg,CONSTRUCTION_ROAD,802.4329834,642.852356,515.6628418,288.862915,0.277075529
4,ba91a0c500ebdcceefc38483c99f67a1.jpg,CONSTRUCTION_ROAD,905.3398438,721.1911621,378.9205322,236.0653076,0.589819729
4,ba91a0c500ebdcceefc38483c99f67a1.jpg,CONSTRUCTION_ROAD,1051.354004,883.3731079,382.7965393,251.5928345,0.408058405
9,bfe8342d205dee48293515bdcc8efa71.jpg,SAND_ON_ROAD,867.8571777,708.9219971,478.6981201,292.8888245,0.813853085
6,bfe8342d205dee48293515bdcc8efa71.jpg,GARBAGE,932.0681152,816.6669922,428.8613892,291.8345642,0.740730643
0,b2f70a0e70ed4e56157b2405a3dd4ccb.jpg,BAD_BILLBOARD,1322.771484,1240.762207,389.6221619,300.8735657,0.581416786
0,b2f70a0e70ed4e56157b2405a3dd4ccb.jpg,BAD_BILLBOARD,1393.422119,1254.462036,379.1397095,241.0636139,0.579464078
6,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,1600.124634,1437.347168,579.4924316,349.3424683,0.8030442
6,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,1858.868774,1682.551392,571.3808594,352.2384338,0.70876503
6,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,1765.215088,1527.930542,613.5306396,330.0632629,0.654754162
6,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,1920,1773.731445,565.6234741,312.3428345,0.50872308
6,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,1503.696777,1373.715454,526.9477539,376.4927673,0.355487615
6,bbc584cb4bb801e0bf4d9021947743b9.jpg,GARBAGE,444.640686,368.7110901,818.2875366,735.0908203,0.673582196
3,bbc584cb4bb801e0bf4d9021947743b9.jpg,CLUTTER_SIDEWALK,1918.15918,1073.227051,601.6378784,366.3825073,0.619004548
3,bbc584cb4bb801e0bf4d9021947743b9.jpg,CLUTTER_SIDEWALK,1158.542236,252.7632294,587.7091064,376.4866333,0.582953215
8,bd3546279976f5cdaf14373f038c66cd.jpg,POTHOLES,1382.375732,1163.606079,986.1516724,738.1221313,0.553424299
3,b8e9ac9599f09131b7229eafb7ebbdc1.jpg,CLUTTER_SIDEWALK,1199.205322,364.0203247,717.5109253,385.3806763,0.787759483
6,b8e9ac9599f09131b7229eafb7ebbdc1.jpg,GARBAGE,285.7921143,175.5601959,618.0064087,493.7214661,0.719920695
3,b8e9ac9599f09131b7229eafb7ebbdc1.jpg,CLUTTER_SIDEWALK,1905.451416,906.758606,722.423584,426.7705078,0.676691294
8,bee6b19b70e2b4bbb031ae39eb3497d7.jpg,POTHOLES,822.2614746,549.8132935,1080,738.4707642,0.908667386
8,bee6b19b70e2b4bbb031ae39eb3497d7.jpg,POTHOLES,938.7266846,740.2131348,902.5863647,578.329834,0.841742992
6,bee6b19b70e2b4bbb031ae39eb3497d7.jpg,GARBAGE,1874.038574,1783.816162,700.6497803,581.3013916,0.587261498
3,b611e91c36d302ca864a8087d5c6b679.jpg,CLUTTER_SIDEWALK,1285.541992,535.3391113,854.366333,619.7355347,0.720804751
6,b611e91c36d302ca864a8087d5c6b679.jpg,GARBAGE,356.3053589,249.3912964,790.5073242,671.600708,0.495547324
3,b611e91c36d302ca864a8087d5c6b679.jpg,CLUTTER_SIDEWALK,484.8710938,8.410491943,872.3106689,579.6915283,0.313129961
6,b2368c1eeac41914156f6d4853bbb310.jpg,GARBAGE,350.7070313,244.2763824,794.640564,665.7064209,0.776948869
6,b2368c1eeac41914156f6d4853bbb310.jpg,GARBAGE,1396.917847,1238.993774,805.6132813,670.2582397,0.264054358
6,b3f65c4d493d54ecc04b919be2df0151.jpg,GARBAGE,1003.206177,913.6914063,1019.349487,911.8400879,0.804757595
6,b3f65c4d493d54ecc04b919be2df0151.jpg,GARBAGE,1850.936523,1792.328125,625.8341064,536.2020264,0.380237103
6,b3f65c4d493d54ecc04b919be2df0151.jpg,GARBAGE,464.1245117,377.689209,522.1152344,421.2610474,0.372592837
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,835.743042,686.3326416,465.9018555,309.1958008,0.753039837
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,762.6748657,580.9611206,491.8455505,288.4104004,0.707878768
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,674.5594482,459.3276672,528.0116577,262.0275269,0.651690006
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,444.0475159,1.018798828,640.1538696,152.4923859,0.562514782
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,904.4311523,783.7434082,449.0166321,325.8833923,0.541169345
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,580.3928223,263.4725952,568.7008667,212.6366882,0.362164825
6,b530962d665416a71c3f9d9a41dfc310.jpg,GARBAGE,661.2775269,566.4909668,822.0549316,687.4665527,0.776903093
6,b63e77a0b9bd26cfff3450df047cebae.jpg,GARBAGE,1731.352295,1592.37085,649.0499878,486.5309448,0.887896597
6,b63e77a0b9bd26cfff3450df047cebae.jpg,GARBAGE,1545.995117,1464.012939,491.6603394,358.8473511,0.833647668
6,bbfa8811cbbb803b600093f0e4894e66.jpg,GARBAGE,662.1536865,557.0403442,568.8868408,461.3224487,0.836299539
3,bac670721e47dbca1a74864b3c9488e0.jpg,CLUTTER_SIDEWALK,1024.401489,544.5250854,744.1056519,553.8540039,0.804899871
0,bac670721e47dbca1a74864b3c9488e0.jpg,BAD_BILLBOARD,748.3395386,521.815918,472.1194458,281.5791626,0.541678548
4,bac670721e47dbca1a74864b3c9488e0.jpg,CONSTRUCTION_ROAD,1916.623535,1570.528198,640.5727539,436.9212341,0.319314569
6,bac670721e47dbca1a74864b3c9488e0.jpg,GARBAGE,1780.554932,1673.968506,768.4797363,653.951416,0.288820565
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1018.105957,788.9776611,426.75,148.5071106,0.863172233
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,823.9902344,455.6851501,948.6384277,441.2602844,0.856035173
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,914.3153076,607.069458,628.5613403,257.4406128,0.831210434
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1011.925598,704.8081055,757.2686768,381.2662354,0.828911424
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1027.753906,637.1789551,1030.593994,475.9751587,0.765313804
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,728.5389404,517.9211426,603.8190918,336.1092834,0.697645307
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,165.7161713,1.001152039,844.2171021,500.6221619,0.685085535
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,694.4858398,359.2013855,1043.901611,688.1309814,0.553510666
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1255.289551,866.9584351,1049.191406,757.6567383,0.449659258
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,912.6810303,530.2923584,1038.748291,662.9028931,0.39308691
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,398.6138916,24.98442078,689.4239502,169.7456055,0.342247009
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1125.509399,796.5358887,990.3334351,418.3878174,0.300035238
6,b7b4465c0718205725a324ac0d948669.jpg,GARBAGE,1162.208984,925.7493896,966.3548584,633.276123,0.282991558
8,b440340332aaa5a46a392e80567e77c0.jpg,POTHOLES,1541.526855,1385.262207,954.6293945,613.0892334,0.594432831
6,b440340332aaa5a46a392e80567e77c0.jpg,GARBAGE,1720.997559,1634.626953,573.4998169,479.9678955,0.542105317
8,b440340332aaa5a46a392e80567e77c0.jpg,POTHOLES,1009.647949,759.6298828,817.2936401,568.3106689,0.379636168
9,b7c4673ca9ba78d1e5d4698069be9a77.jpg,SAND_ON_ROAD,1618.511353,1320.80127,524.975708,344.4941711,0.86214447
6,ba8c3ffd4f1eeb6270b78e280e4fd0b9.jpg,GARBAGE,1362.789795,1304.134033,562.6184082,488.5274658,0.801792085
6,b6905c506f8d4e849ea3b6b8292cb6c2.jpg,GARBAGE,130.4790649,32.90907669,576.4829712,426.3394165,0.464443982
6,b38bf01112c9813a09f35e19e620996a.jpg,GARBAGE,1365.303345,1285.343872,557.2293091,454.9313965,0.803763449
6,b38bf01112c9813a09f35e19e620996a.jpg,GARBAGE,1653.430664,1488.831299,865.0617676,705.6835938,0.785408676
6,b38bf01112c9813a09f35e19e620996a.jpg,GARBAGE,555.295166,472.8202515,482.6419373,380.6582336,0.607102096
6,bb31ba22c5cbcb65428067bc7b8882a4.jpg,GARBAGE,859.9411621,778.3686523,618.6279907,529.2442627,0.630345464
6,bb31ba22c5cbcb65428067bc7b8882a4.jpg,GARBAGE,1320.924561,935.9559326,659.572998,398.9397583,0.429061115
